instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2024-05-15 20:00:00,2386.26,2391.75,2385.8,2391.64,2368.71347316656,2358.75150280324,1,1,71.16981045456724,1,|,1.0,0.0,0.0,2355.2895557298966,0.0,0.0
18 - gold,2024-05-16 00:00:00,2391.75,2397.15,2386.38,2388.48,2372.3073871362762,2361.5827882505505,1,1,67.24211282075206,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-16 04:00:00,2388.5,2394.32,2384.76,2389.18,2375.3751349296804,2364.2110941314504,1,1,66.85024660477025,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-16 08:00:00,2389.06,2391.21,2380.71,2384.45,2377.0251103970113,2366.138608976074,1,1,50.44522585280699,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-16 12:00:00,2384.44,2386.26,2370.8,2381.38,2377.8169085066456,2367.590170025972,1,0,28.118743888779225,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-16 16:00:00,2381.4,2383.58,2377.65,2377.95,2377.8411069599824,2368.576820499689,1,0,0.7962601980723626,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-16 20:00:00,2377.98,2379.53,2375.73,2377.67,2377.809996603622,2369.4428375949565,1,0,-0.9148395231666961,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-17 00:00:00,2377.66,2381.0,2373.77,2377.65,2377.7809063120544,2370.2244721097227,1,0,-0.7920939061689012,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-17 04:00:00,2377.68,2387.62,2376.42,2383.65,2378.848014255317,2371.5030938135587,1,0,27.736342429447767,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-17 08:00:00,2383.68,2389.93,2381.21,2389.63,2380.8083752998054,2373.2294658313153,1,1,48.5018970139073,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-17 12:00:00,2389.58,2418.98,2386.71,2407.55,2385.6704888816594,2376.498088133095,1,1,70.88800186930789,1,|,1.0,0.0,0.0,2373.2294658313153,0.0,0.0
18 - gold,2024-05-17 16:00:00,2407.65,2418.98,2405.59,2416.2,2391.2213090849937,2380.2792225966095,1,1,70.07866523724327,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-17 20:00:00,2416.28,2416.78,2414.66,2415.68,2395.668343796813,2383.6507252064566,1,1,64.25787761105838,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-19 20:00:00,2421.66,2425.12,2416.64,2420.08,2400.106826742847,2387.1201799486985,1,1,62.941630795506306,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 00:00:00,2420.09,2440.38,2416.36,2437.47,2406.90013097142,2391.9154009059657,1,1,69.11371351684888,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 04:00:00,2437.44,2449.88,2431.83,2442.08,2413.296470794798,2396.692981772064,1,1,67.97378937009533,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 08:00:00,2442.12,2447.0,2427.46,2430.44,2416.413476104835,2399.9069835080577,1,1,53.85065549433083,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 12:00:00,2430.46,2430.65,2407.13,2424.68,2417.9164804494108,2402.2663184120524,1,0,36.60059365669304,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 16:00:00,2424.74,2437.14,2422.28,2426.52,2419.480756731336,2404.576192849,1,1,38.764814218252106,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-20 20:00:00,2426.57,2430.41,2423.12,2426.02,2420.6697100529113,2406.6184601967143,1,1,30.07654500783782,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 00:00:00,2426.2,2432.88,2406.0,2413.61,2419.386126406928,2407.2843211303607,1,0,-26.21558512498839,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 04:00:00,2413.58,2421.97,2408.45,2419.05,2419.325012514759,2408.4048619750884,1,0,-1.3022909753174081,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 08:00:00,2419.12,2423.55,2412.01,2423.23,2420.035010239348,2409.816779882223,1,0,14.757881399442317,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 12:00:00,2423.25,2433.73,2419.89,2423.27,2420.6231901958304,2411.098038941059,1,0,12.50421970103203,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 16:00:00,2423.19,2424.86,2417.22,2423.14,2421.0807919784065,2412.2448923752436,1,0,12.344259977939025,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-21 20:00:00,2423.16,2423.25,2420.2,2421.56,2421.1679207096054,2413.1320454823635,1,0,4.252436803428239,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 00:00:00,2421.57,2426.38,2412.4,2413.97,2419.8592078533134,2413.2118506745196,1,0,-52.06776944050353,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 04:00:00,2413.96,2418.3,2411.41,2417.05,2419.348442789075,2413.5773887055175,1,0,-27.939341870852587,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 08:00:00,2416.82,2419.12,2404.7,2408.4,2417.357816827425,2413.084304066897,1,0,-62.55706014770804,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 12:00:00,2408.49,2414.86,2382.08,2391.87,2412.7236683133474,2411.063894155764,1,0,-70.65746060361944,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 16:00:00,2391.89,2394.84,2374.74,2379.03,2406.59754680183,2408.0130470933104,-1,-1,-69.02181651491468,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-22 20:00:00,2379.22,2382.57,2374.43,2382.03,2402.1307201105883,2405.538471179662,-1,-1,-60.73338613933431,-1,|,-1.0,0.0,0.0,2408.0130470933104,0.0,0.0
18 - gold,2024-05-23 00:00:00,2382.04,2383.58,2366.58,2372.24,2396.696043726845,2402.3671882101703,-1,-1,-64.49162828073939,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-23 04:00:00,2372.23,2373.75,2354.75,2355.85,2389.269490321964,2397.9369798092016,-1,-1,-69.21756260634244,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-23 08:00:00,2355.95,2369.21,2354.95,2367.87,2385.3786738997887,2395.073457922611,-1,-1,-57.04431431464955,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-23 12:00:00,2367.9,2369.62,2340.16,2345.95,2378.2098240998275,2390.395033358553,-1,-1,-71.53473285387234,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-23 16:00:00,2345.93,2350.0,2330.73,2331.35,2369.689856081677,2384.7716968482146,-1,-1,-73.77894891337007,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-23 20:00:00,2331.38,2333.41,2326.84,2331.86,2362.811700430463,2379.7324876245752,-1,-1,-74.1329988118535,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 00:00:00,2331.85,2335.02,2325.22,2330.41,2356.920482170379,2375.035107850806,-1,-1,-75.96606604334958,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 04:00:00,2330.42,2340.38,2330.28,2337.54,2353.396758139401,2371.4641451983484,-1,-1,-65.24720234848168,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 08:00:00,2337.52,2343.69,2335.89,2338.05,2350.606438477692,2368.281845655649,-1,-1,-55.752058621150695,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 12:00:00,2338.04,2347.28,2332.24,2334.32,2347.6452678453843,2365.0473841646344,-1,-1,-55.26725642116287,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 16:00:00,2334.44,2336.8,2331.7,2333.56,2345.0843100553143,2362.0485856727646,-1,-1,-48.73569643097943,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-24 20:00:00,2333.57,2334.94,2333.57,2334.43,2343.14716277253,2359.4182441801204,-1,-1,-40.081252059047245,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-26 20:00:00,2335.93,2340.6,2332.08,2337.01,2342.0313149957065,2357.284125686776,-1,-1,-23.615066190306955,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 00:00:00,2337.05,2347.42,2334.29,2345.85,2342.7256213601236,2356.195161335654,-1,0,14.008659437272545,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 04:00:00,2345.84,2345.94,2337.97,2338.37,2341.9336902037376,2354.497526922735,-1,0,-19.187210362655794,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 08:00:00,2338.5,2346.0,2338.01,2344.91,2342.4748374394217,2353.5844291205694,-1,0,15.287393896651299,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 12:00:00,2344.94,2358.33,2343.5,2352.26,2344.2539579049812,2353.4582930138486,-1,0,44.71966856371605,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 16:00:00,2352.25,2355.3,2351.55,2352.87,2345.8205110131667,2353.4022651077676,-1,0,40.920875414989716,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-27 20:00:00,2352.43,2353.69,2350.9,2352.24,2346.9876908289543,2353.2915731927424,-1,0,33.78047898387837,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 00:00:00,2352.28,2356.18,2349.03,2350.75,2347.6717470418716,2353.049518602957,-1,0,24.43094594117458,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 04:00:00,2350.73,2353.56,2341.17,2343.91,2346.9877930342586,2352.1790882598184,-1,0,-28.77871445092636,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 08:00:00,2343.83,2348.28,2340.05,2347.29,2347.042739755302,2351.7134608065026,-1,0,3.1363643008038147,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 12:00:00,2347.11,2363.88,2345.74,2360.15,2349.425877981611,2352.5169407296926,-1,0,66.64141089261574,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 16:00:00,2360.12,2362.03,2352.62,2358.06,2350.995718348591,2353.0448511363884,-1,0,55.929293618629046,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-28 20:00:00,2358.04,2361.28,2357.7,2359.65,2352.5692241033926,2353.673912932923,-1,1,59.84424952736705,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-29 00:00:00,2359.44,2360.86,2354.27,2358.0,2353.556637902776,2354.0859212250257,-1,1,47.76081335741412,1,|,1.0,0.0,0.0,2353.673912932923,0.0,0.0
18 - gold,2024-05-29 04:00:00,2358.01,2361.16,2349.9,2350.34,2352.971794647726,2353.729166822642,-1,0,-30.194447166105174,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-29 08:00:00,2350.36,2351.64,2338.45,2341.47,2350.8805592572303,2352.561627125248,-1,0,-57.438140585528146,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-29 12:00:00,2341.3,2346.94,2334.46,2338.97,2348.715003028643,2351.267186446653,-1,-1,-54.39579602576938,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-29 16:00:00,2338.96,2344.16,2335.85,2336.48,2346.490457023435,2349.858882975543,-1,-1,-52.47035806020864,-1,|,-1.0,0.0,0.0,2351.267186446653,0.0,0.0
18 - gold,2024-05-29 20:00:00,2336.58,2339.05,2335.84,2338.24,2344.990373928265,2348.752322692158,-1,-1,-40.4801788941044,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-30 00:00:00,2338.22,2339.71,2327.89,2334.22,2343.032124123126,2347.3682919595717,-1,-1,-46.804660431359416,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-30 04:00:00,2334.21,2337.54,2322.51,2334.16,2341.419010646194,2346.1103593919934,-1,-1,-45.544910438001615,-1,|,-1.0,0.0,0.0,2347.3682919595717,0.0,0.0
18 - gold,2024-05-30 08:00:00,2334.22,2340.67,2330.4,2335.69,2340.3773723468857,2345.1179442118037,-1,0,-37.73867642415375,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-30 12:00:00,2335.7,2351.61,2331.85,2343.67,2340.976031920179,2344.980044763061,-1,0,27.386308704128197,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-30 16:00:00,2343.7,2348.65,2339.77,2341.36,2341.0458442983286,2344.6352785951503,-1,0,4.030027317476772,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-30 20:00:00,2341.35,2346.23,2341.29,2343.84,2341.5538726077234,2344.5595377765644,-1,0,24.324288707329664,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 00:00:00,2343.82,2347.59,2336.84,2343.52,2341.9113503154103,2344.4605341787965,-1,0,17.12478595009587,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 04:00:00,2343.51,2346.86,2339.73,2340.21,2341.6020138944264,2344.055721399863,-1,0,-15.97675912838375,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 08:00:00,2340.23,2344.75,2339.55,2343.7,2341.983465913622,2344.0218431713047,-1,0,21.170367463162524,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 12:00:00,2343.63,2359.53,2327.56,2329.93,2339.7919266566,2342.6797628692757,-1,0,-63.641658126717104,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 16:00:00,2329.84,2336.51,2320.35,2327.4,2337.5388490826726,2341.2245473579164,-1,-1,-63.31770677869092,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-05-31 20:00:00,2327.5,2329.15,2327.11,2327.87,2335.7808765221866,2339.9526857047813,-1,-1,-56.8488947937974,-1,|,-1.0,0.0,0.0,2341.2245473579164,0.0,0.0
18 - gold,2024-06-02 20:00:00,2328.45,2329.32,2323.15,2325.7,2333.947989881789,2338.595287066231,-1,-1,-56.55988283933024,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 00:00:00,2325.71,2330.89,2320.74,2321.22,2331.633809903282,2336.940497821828,-1,-1,-62.0329080459448,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 04:00:00,2321.23,2328.67,2314.55,2325.8,2330.573117193594,2335.8794980292732,-1,-1,-42.023553258551665,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 08:00:00,2325.68,2333.09,2324.16,2329.83,2330.438004976577,2335.3033553598184,-1,0,-7.018292899351821,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 12:00:00,2329.81,2345.55,2325.48,2342.59,2332.6474586171994,2335.997321516026,-1,0,56.41722430072391,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 16:00:00,2342.62,2354.52,2341.2,2347.51,2335.349738868618,2337.0937670859284,-1,1,55.41204923539282,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-03 20:00:00,2347.53,2351.79,2346.85,2350.44,2338.0934227106873,2338.3648368872687,-1,1,52.11087546605783,1,|,1.0,0.0,0.0,2337.0937670859284,0.0,0.0
18 - gold,2024-06-04 00:00:00,2350.45,2352.62,2343.03,2345.51,2339.4418913087443,2339.0453286122906,1,1,32.75401004351085,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-04 04:00:00,2345.5,2351.54,2338.98,2339.54,2339.4597292526087,2339.092440173025,1,0,0.5249698353343606,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-04 08:00:00,2339.53,2339.6,2325.14,2327.83,2337.3452330248615,2338.019826823213,-1,0,-46.747701306610026,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-04 12:00:00,2327.85,2337.78,2315.43,2325.94,2335.2715542930687,2336.8693671257643,-1,0,-45.78963238622837,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-04 16:00:00,2325.97,2330.17,2322.34,2327.16,2333.7967262397833,2335.9446654947387,-1,-1,-37.539831034990314,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-04 20:00:00,2327.08,2328.74,2325.87,2328.64,2332.8591396507313,2335.248983066668,-1,-1,-26.139193017671715,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 00:00:00,2328.64,2337.73,2325.72,2337.01,2333.6138415324167,2335.4166989650807,-1,0,21.535551091283217,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 04:00:00,2337.06,2341.49,2327.91,2331.42,2333.2149612537955,2335.0360609684067,-1,0,-12.492617984476338,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 08:00:00,2331.41,2335.42,2329.32,2332.35,2333.0576955712872,2334.780245638082,-1,0,-5.823340174227872,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 12:00:00,2332.36,2357.22,2332.04,2353.47,2336.769023649235,2336.560222243979,1,0,64.58183106036206,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 16:00:00,2353.5,2356.53,2351.22,2353.85,2339.8746557130107,2338.2068677445523,1,1,57.226305509068574,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-05 20:00:00,2353.83,2357.34,2352.67,2354.86,2342.5992637651907,2339.7928803403092,1,1,51.44635170314141,1,|,1.0,0.0,0.0,2338.2068677445523,0.0,0.0
18 - gold,2024-06-06 00:00:00,2354.85,2374.81,2354.37,2368.3,2347.2721248987923,2342.5078441174223,1,1,63.02011307356571,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-06-06 04:00:00,2368.37,2371.27,2362.02,2362.72,2350.080829462648,2344.432811344335,1,1,52.2898388780787,1,|,0.0,0.0,0.0,0.0,0.0,0.0
