instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2024-01-26 08:00:00,2021.19,2024.48,2018.05,2023.11,2020.62578375623,2021.3743060301679,-1,0,39.734897610262955,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-26 12:00:00,2023.21,2026.72,2015.99,2016.62,2019.8974594369158,2020.9215149796755,-1,0,-50.698246163827406,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-26 16:00:00,2016.78,2019.27,2015.72,2016.83,2019.3397395392947,2020.5318468863732,-1,-1,-46.98303093654616,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-26 20:00:00,2016.83,2019.11,2016.25,2018.6,2019.2052414412412,2020.3478614686233,-1,-1,-16.928704070608667,0,|,-1.0,0.0,0.0,2020.5318468863732,0.0,0.0
18 - gold,2024-01-28 20:00:00,2025.15,2028.27,2021.12,2021.71,2019.6606520882883,2020.4775889478017,-1,1,45.59510076936719,1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-29 00:00:00,2021.7,2026.17,2019.09,2025.55,2020.7314426176904,2020.9606757146778,-1,0,62.635527330488216,0,|,1.0,0.0,0.0,2020.4775889478017,0.0,0.0
18 - gold,2024-01-29 04:00:00,2025.44,2033.7,2024.51,2031.41,2022.6729985053828,2021.955849456137,1,1,68.32765468947457,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-29 08:00:00,2031.14,2033.47,2025.29,2027.83,2023.610635140768,2022.5152923650762,1,1,49.810618773267635,1,|,1.0,0.0,0.0,2021.955849456137,0.0,0.0
18 - gold,2024-01-29 12:00:00,2027.97,2037.39,2020.37,2025.33,2023.9232469333556,2022.7833597588788,1,0,21.5216230624368,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-29 16:00:00,2025.23,2030.9,2023.86,2026.9,2024.4644747636544,2023.1754207342237,1,0,34.384012466457584,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-29 20:00:00,2027.09,2035.05,2026.89,2030.9,2025.6345702611718,2023.911094950012,1,1,54.840465883759244,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-30 00:00:00,2030.91,2033.91,2029.64,2031.92,2026.7773756682313,2024.6738478119153,1,1,57.79125145544178,1,|,1.0,0.0,0.0,2023.911094950012,0.0,0.0
18 - gold,2024-01-30 04:00:00,2031.92,2040.42,2030.99,2037.86,2028.7923982740076,2025.9296718298283,1,1,71.24813249341081,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-30 08:00:00,2037.76,2039.25,2031.24,2034.14,2029.764689496915,2026.7116078460351,1,1,59.619516766244985,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-30 12:00:00,2034.17,2048.45,2028.87,2032.52,2030.2656550429306,2027.2647880511747,1,0,41.57131037488558,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-30 16:00:00,2032.47,2036.86,2031.3,2036.01,2031.3100813987614,2028.0976653796342,1,0,61.59535594054877,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-30 20:00:00,2035.91,2037.0,2035.11,2036.36,2032.2282484171685,2028.8845543910977,1,1,62.79320102747044,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-31 00:00:00,2036.3,2038.48,2032.65,2033.55,2032.4685668867742,2029.3288825443265,1,1,24.65247256146104,0,|,1.0,0.0,0.0,2028.8845543910977,0.0,0.0
18 - gold,2024-01-31 04:00:00,2033.71,2038.46,2033.02,2036.28,2033.1615547255426,2029.9908937305809,1,0,54.730283779060535,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-31 08:00:00,2036.41,2040.25,2035.95,2037.19,2033.8939993208987,2030.6765228990969,1,1,56.92143550909236,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-31 12:00:00,2037.09,2055.76,2035.87,2052.06,2037.1969085352807,2032.7130445277546,1,0,74.93697959816411,0,|,1.0,0.0,0.0,2030.6765228990969,0.0,0.0
18 - gold,2024-01-31 16:00:00,2052.06,2053.47,2039.2,2045.21,2038.6538342561385,2033.9032307632065,1,1,58.46826659567501,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-01-31 20:00:00,2044.84,2045.75,2030.69,2039.71,2038.8458643913864,2034.4562564048056,1,0,12.14499361065459,0,|,1.0,0.0,0.0,2033.9032307632065,0.0,0.0
18 - gold,2024-02-01 00:00:00,2039.78,2049.49,2039.07,2046.13,2040.1702526838615,2035.56804150911,1,0,55.866688089803944,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-01 04:00:00,2046.05,2046.49,2040.98,2042.51,2040.5956612867958,2036.229180413004,1,1,25.221747242507544,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-01 08:00:00,2042.61,2042.66,2029.87,2033.13,2039.2382683255603,2035.9340203736706,1,0,-49.05982079073286,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-01 12:00:00,2033.26,2052.8,2030.1,2051.68,2041.5004013572768,2037.43363748094,1,0,60.75310238760822,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-01 16:00:00,2051.75,2065.28,2051.09,2054.41,2043.8476011104992,2039.0504339113268,1,1,60.75770363820346,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-01 20:00:00,2054.54,2056.08,2053.29,2054.58,2045.7989463631357,2040.529440205486,1,1,55.784017302038535,1,|,1.0,0.0,0.0,2039.0504339113268,0.0,0.0
18 - gold,2024-02-02 00:00:00,2054.62,2056.7,2051.7,2054.49,2047.3791379334746,2041.8590173287728,1,1,50.206733314576844,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-02 04:00:00,2054.44,2056.75,2053.81,2055.11,2048.7847492182973,2043.1210156784134,1,1,51.296041545165075,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-02 08:00:00,2054.86,2056.64,2052.5,2055.82,2050.063885724061,2044.3304427566597,1,1,48.73326145291532,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-02 12:00:00,2055.91,2057.44,2027.7,2034.83,2047.2940883196861,2043.4256386845968,1,0,-59.03688350095873,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-02 16:00:00,2034.85,2038.59,2032.97,2037.89,2045.584254079743,2042.8984350003495,1,-1,-43.012739198981336,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-02 20:00:00,2038.0,2038.24,2035.83,2037.35,2044.0871169743352,2042.3700126193635,1,-1,-37.60458104000643,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-04 20:00:00,2039.33,2042.07,2038.95,2039.25,2043.2076411608198,2042.0728685603765,1,-1,-24.80907813302889,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-05 00:00:00,2039.07,2039.71,2030.13,2031.95,2041.160797313398,2041.1087858403407,1,-1,-46.815671986612486,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-05 04:00:00,2032.08,2033.21,2026.58,2027.45,2038.6679250745985,2039.8079490936416,-1,-1,-53.22324917745185,-1,|,-1.0,0.0,0.0,2041.1087858403407,0.0,0.0
18 - gold,2024-02-05 08:00:00,2027.43,2028.2,2020.49,2027.48,2036.6337568792171,2038.6338587037708,-1,-1,-50.19475725623845,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-05 12:00:00,2027.57,2027.89,2014.69,2017.57,2033.167619264814,2036.6277769224591,-1,-1,-64.96740678924766,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-05 16:00:00,2017.6,2027.35,2017.57,2025.99,2031.8625975803022,2035.6146553107963,-1,-1,-45.434749692606076,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-05 20:00:00,2025.73,2026.19,2023.53,2024.83,2030.5839434747927,2034.5875452811963,-1,-1,-58.427029429119735,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 00:00:00,2024.88,2028.39,2023.29,2023.83,2029.3559537521032,2033.563017159178,-1,-1,-58.33502623213,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 04:00:00,2023.74,2029.64,2023.41,2026.12,2028.7675985244482,2032.8541583821134,-1,0,-34.73058920772188,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 08:00:00,2026.1,2027.33,2022.71,2026.6,2028.3734897018214,2032.2585242504833,-1,-1,-22.704718619561785,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 12:00:00,2026.54,2037.9,2024.32,2036.29,2029.8128552105811,2032.642474321866,-1,0,47.16044278557309,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 16:00:00,2036.15,2038.68,2031.91,2035.85,2030.9105178995665,2032.9479529578787,-1,0,36.03924221164902,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-06 20:00:00,2035.87,2036.8,2034.34,2035.09,2031.670423736009,2033.1519574380807,-1,1,26.749657728010373,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 00:00:00,2035.08,2035.95,2033.85,2034.29,2032.1467103294622,2033.2603424439778,-1,1,17.960737233834266,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 04:00:00,2034.2,2036.0,2032.19,2034.86,2032.6400357241057,2033.4126907826465,-1,0,25.48108708638311,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 08:00:00,2035.03,2035.58,2031.04,2033.9,2032.8691201379045,2033.4591011842992,-1,0,13.723409989881489,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 12:00:00,2033.95,2044.38,2030.38,2038.32,2033.8601892037402,2033.9220439286516,-1,0,49.8400051064127,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 16:00:00,2038.14,2040.75,2033.79,2035.4,2034.1401548030599,2034.0628016497326,1,0,23.731303974377933,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-07 20:00:00,2035.41,2036.45,2033.54,2036.4,2034.551035747958,2034.285391968806,1,0,38.41125850257064,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 00:00:00,2036.35,2038.47,2031.58,2032.48,2034.1744837937838,2034.1134498765387,1,0,-36.19699534719744,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 04:00:00,2032.67,2034.94,2031.0,2032.8,2033.9245776494593,2033.9883594121063,-1,0,-27.648880862733698,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 08:00:00,2032.71,2038.29,2027.64,2028.9,2033.0110180768302,2033.5037537538108,-1,0,-58.0249525158188,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 12:00:00,2028.86,2033.81,2019.99,2032.08,2032.8417420628612,2033.36815815821,-1,0,-17.226879584213656,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 16:00:00,2031.77,2035.14,2027.43,2032.41,2032.7632435059772,2033.2769050002853,-1,0,-8.371480863474696,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-08 20:00:00,2032.34,2034.84,2032.28,2034.22,2033.0281083230723,2033.3667235716869,-1,0,27.10221414118457,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 00:00:00,2033.99,2034.97,2031.65,2033.18,2033.0557249916046,2033.3489403743833,-1,0,3.0801781392938907,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 04:00:00,2033.4,2034.8,2031.91,2033.26,2033.092865902222,2033.340469862537,-1,0,5.509757946724502,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 08:00:00,2033.32,2033.9,2030.3,2031.71,2032.8414357381816,2033.1851870184857,-1,0,-34.44666349037678,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 12:00:00,2031.38,2036.98,2021.69,2022.17,2030.9011746948759,2032.1361215881534,-1,0,-71.84861165554061,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 16:00:00,2022.3,2026.14,2020.05,2024.55,2029.7464156594435,2031.413633817853,-1,-1,-59.37840400793701,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-09 20:00:00,2024.55,2026.07,2023.69,2025.23,2028.9252491759084,2030.8247163113908,-1,-1,-49.98351522575901,-1,|,-1.0,0.0,0.0,2031.413633817853,0.0,0.0
18 - gold,2024-02-11 20:00:00,2025.3,2026.7,2024.21,2025.11,2028.2315675075615,2030.280457615068,-1,-1,-45.64653025059538,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 00:00:00,2025.26,2026.41,2021.66,2022.7,2027.2258279607324,2029.5585092707759,-1,-1,-55.647473856548345,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 04:00:00,2022.69,2026.24,2022.38,2025.7,2026.9484046951447,2029.1910321973687,-1,-1,-22.35306140039473,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 08:00:00,2025.32,2027.06,2019.81,2021.38,2025.9359674778455,2028.4471243690477,-1,0,-58.7289107635478,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 12:00:00,2021.45,2027.31,2011.85,2012.79,2023.5457915727827,2026.9559696672336,-1,0,-72.51726256749144,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 16:00:00,2012.97,2021.43,2011.7,2018.81,2022.6847385595495,2026.180163032259,-1,-1,-52.07290804798823,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-12 20:00:00,2018.96,2020.37,2018.12,2018.82,2021.9820588214493,2025.479195124425,-1,-1,-48.32023900414538,-1,|,-1.0,0.0,0.0,2026.180163032259,0.0,0.0
18 - gold,2024-02-13 00:00:00,2018.72,2021.03,2016.71,2018.53,2021.354411763004,2024.8173670173367,-1,-1,-48.21936311240954,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-13 04:00:00,2018.41,2025.65,2018.21,2025.06,2022.0281550788213,2024.8404749204474,-1,0,41.80716934350602,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-13 08:00:00,2025.03,2029.15,2024.31,2027.52,2023.0266723372174,2025.0956677851666,-1,0,46.80836601473291,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-13 12:00:00,2027.5,2031.07,1989.9,1991.61,2017.3145500940873,2021.9065565675317,-1,0,-71.83402543208128,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-13 16:00:00,1992.13,1997.67,1991.08,1991.35,2012.5937228042533,2018.9964083230047,-1,-1,-65.05394950236555,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-13 20:00:00,1991.6,1993.51,1990.57,1991.18,2008.7003186580255,2016.3472265779567,-1,-1,-59.69830638168355,-1,|,-1.0,0.0,0.0,2018.9964083230047,0.0,0.0
18 - gold,2024-02-14 00:00:00,1991.39,1993.44,1988.7,1992.19,2005.6984425383846,2014.046538332437,-1,-1,-52.74233512387724,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-14 04:00:00,1992.28,1993.15,1989.19,1989.28,2002.713271167769,2011.6878203960143,-1,-1,-52.367357785556706,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-14 08:00:00,1989.3,1993.35,1985.91,1991.68,2000.7072218645385,2009.782313691632,-1,-1,-41.56578105894768,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-14 12:00:00,1992.08,1993.1,1984.06,1987.97,1998.391363343713,2007.7049504829054,-1,-1,-46.46443120411165,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-14 16:00:00,1987.74,1995.94,1987.29,1991.67,1997.1692972812198,2006.1778123416761,-1,-1,-29.545327566037702,0,|,-1.0,0.0,0.0,2007.7049504829054,0.0,0.0
18 - gold,2024-02-14 20:00:00,1991.53,1993.68,1985.41,1993.61,1996.522152320998,2004.980877832945,-1,-1,-18.11075170306568,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 00:00:00,1993.61,1994.15,1990.04,1990.54,1995.4344882626344,2003.6055561345693,-1,-1,-33.47716889085345,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 04:00:00,1990.63,1994.62,1990.24,1993.66,1995.1118540330644,2002.6583603122292,-1,-1,-12.630049247734936,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 08:00:00,1993.67,1997.97,1993.31,1997.51,1995.5478805725072,2002.1680402824927,-1,0,17.698943854169592,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 12:00:00,1997.32,2008.08,1995.46,2000.8,1996.5028113775059,2002.0377507317792,-1,0,35.004616957076266,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 16:00:00,2000.63,2006.29,1998.25,2004.99,1998.0459365815957,2002.3189173287526,-1,0,46.62972261052421,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-15 20:00:00,2004.9,2004.98,2003.11,2003.25,1998.9921299303965,2002.4075918688714,-1,1,35.72112839942192,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-16 00:00:00,2003.35,2005.5,2002.11,2003.97,1999.8971972157788,2002.5563926432646,-1,0,36.268047923463484,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-16 04:00:00,2004.17,2006.37,2002.55,2004.86,2000.799524994728,2002.7757838200969,-1,0,42.65742903654283,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-16 08:00:00,2004.94,2007.63,2003.64,2007.02,2001.930520450232,2003.1799948848495,-1,1,52.599036430902764,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-16 12:00:00,2007.1,2010.79,1994.89,2008.35,2003.0976985501898,2003.6723763243876,-1,0,55.90863196110308,0,|,1.0,0.0,0.0,2003.1799948848495,0.0,0.0
18 - gold,2024-02-16 16:00:00,2007.75,2014.95,2007.02,2012.47,2004.801753359246,2004.5102452458748,1,1,71.61588767079816,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-16 20:00:00,2012.44,2013.36,2011.06,2012.8,2006.2559800212011,2005.2997456986486,1,1,75.61087349960721,1,|,1.0,0.0,0.0,2004.5102452458748,0.0,0.0
18 - gold,2024-02-18 20:00:00,2013.51,2016.18,2008.62,2013.63,2007.596710926437,2006.0931032511583,1,1,77.75580770405683,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 00:00:00,2013.64,2022.69,2013.64,2019.68,2009.7936725761758,2007.3870934177148,1,1,79.37282365397766,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 04:00:00,2019.67,2022.82,2018.09,2020.75,2011.7857321077804,2008.6597511874563,1,1,77.00210477606005,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 08:00:00,2020.76,2021.05,2017.99,2018.18,2012.948326270002,2009.5664415505557,1,1,69.17487194712957,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 12:00:00,2018.16,2019.11,2014.58,2014.73,2013.2722669481836,2010.0582090219311,1,1,30.912795092011926,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 16:00:00,2014.71,2018.35,2013.06,2017.69,2014.075491139423,2010.7850462579374,1,0,55.56645224602879,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-19 20:00:00,2017.17,2017.37,2015.6,2015.98,2014.4217654777096,2011.2798037571815,1,1,28.72823543189327,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-20 00:00:00,2015.99,2019.01,2014.79,2018.09,2015.0887172090354,2011.9283938755452,1,0,45.37823504922906,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-20 04:00:00,2018.08,2022.7,2017.53,2021.29,2016.216223171029,2012.8199754112075,1,1,60.65626134973478,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-20 08:00:00,2021.3,2027.4,2020.57,2026.68,2018.1187280490237,2014.139977752997,1,1,70.5170360048427,1,|,1.0,0.0,0.0,2012.8199754112075,0.0,0.0
18 - gold,2024-02-20 12:00:00,2026.67,2030.73,2025.26,2027.27,2019.782595676474,2015.3904560622354,1,1,67.50912795369409,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-20 16:00:00,2027.25,2028.7,2024.56,2024.9,2020.713032826206,2016.2961269134512,1,1,57.197888485393015,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-20 20:00:00,2024.99,2025.0,2023.38,2023.99,2021.308845039623,2017.028876731218,1,1,48.63330594320819,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-21 00:00:00,2024.02,2030.71,2022.72,2030.31,2022.9454186687826,2018.2937456139591,1,0,70.93530632454076,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-21 04:00:00,2030.37,2032.1,2028.16,2028.64,2023.9807970926404,2019.2791031745344,1,1,63.62150079678981,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-21 08:00:00,2028.68,2029.97,2025.77,2028.08,2024.7261067121603,2020.117283824579,1,1,55.24429813592965,1,|,1.0,0.0,0.0,2019.2791031745344,0.0,0.0
18 - gold,2024-02-21 12:00:00,2028.09,2031.37,2023.89,2023.98,2024.590450946313,2020.4851615555717,1,0,-12.611042888038487,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-21 16:00:00,2024.02,2026.32,2019.87,2025.81,2024.8121871378926,2020.9922890264697,1,0,18.844691430755503,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-21 20:00:00,2025.82,2026.82,2023.77,2025.59,2024.9536076582758,2021.430166262044,1,0,11.475102631280647,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 00:00:00,2025.56,2028.4,2024.85,2026.09,2025.1602244476803,2021.8739599513729,1,0,18.412394633495786,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 04:00:00,2026.08,2031.83,2025.33,2031.25,2026.267456366284,2022.76691614648,1,0,63.774789696085165,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 08:00:00,2031.26,2034.7,2027.1,2028.81,2026.7297370269596,2023.3424479420535,1,1,40.640033622261306,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 12:00:00,2028.8,2029.72,2020.24,2023.15,2026.0788757493306,2023.3241195666199,1,0,-44.22670211283085,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 16:00:00,2023.18,2024.51,2019.46,2022.86,2025.4936256130889,2023.2799177031325,1,0,-43.96273700132113,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-22 20:00:00,2022.87,2025.92,2022.08,2024.58,2025.3275118652543,2023.4037350647386,1,0,-16.761303110366686,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 00:00:00,2024.62,2027.2,2022.55,2025.55,2025.3679642533898,2023.6081412490491,1,0,4.55141240139371,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 04:00:00,2025.53,2026.3,2017.98,2021.64,2024.6901525709552,2023.42069922533,1,0,-50.52221489037852,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 08:00:00,2021.65,2023.78,2015.86,2023.68,2024.5064884671453,2023.4453945372034,1,0,-18.28209345248905,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 12:00:00,2023.69,2030.92,2022.9,2029.98,2025.5016723822098,2024.0677379146125,1,0,57.097272648791225,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 16:00:00,2030.01,2041.13,2030.01,2037.12,2027.6140955854446,2025.3108104941732,1,1,66.51951876407486,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-23 20:00:00,2037.11,2037.31,2035.0,2035.07,2028.9697145699092,2026.2402571137757,1,1,55.077597262462696,1,|,1.0,0.0,0.0,2025.3108104941732,0.0,0.0
18 - gold,2024-02-25 20:00:00,2033.03,2034.81,2032.73,2033.86,2029.8588573753805,2026.9659469124638,1,1,42.64126207368463,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 00:00:00,2033.88,2033.88,2029.71,2032.42,2030.3245196707658,2027.485380539848,1,0,27.24525839504982,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 04:00:00,2032.32,2035.15,2031.69,2034.89,2031.1546070033537,2028.1905823931957,1,1,44.76358846916562,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 08:00:00,2034.88,2036.88,2030.69,2030.73,2031.0774057300166,2028.4324316890818,1,0,-5.321932080729384,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 12:00:00,2030.79,2034.27,2024.88,2028.93,2030.686968324559,2028.4798191472644,1,0,-24.173972093063373,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 16:00:00,2028.95,2030.09,2026.35,2029.54,2030.4784286291847,2028.580788752287,1,0,-14.476204762295435,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-26 20:00:00,2029.55,2033.46,2029.51,2031.16,2030.6023506966055,2028.8264279187358,1,0,9.017203922130127,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-27 00:00:00,2031.15,2034.38,2030.81,2033.28,2031.0891960244955,2029.2505776407609,1,0,32.32171669037002,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-27 04:00:00,2033.27,2036.09,2032.6,2035.23,2031.8420694745873,2029.820046436879,1,1,53.62575351764916,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-27 08:00:00,2035.22,2039.26,2034.44,2038.05,2032.9707841155714,2030.6038515381285,1,1,65.45756673657834,1,|,1.0,0.0,0.0,2029.820046436879,0.0,0.0
18 - gold,2024-02-27 12:00:00,2038.04,2038.94,2032.84,2033.59,2033.0833688218313,2030.8882466297352,1,0,12.902524971427308,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-27 16:00:00,2033.58,2035.91,2029.19,2030.04,2032.5300290360437,2030.8074612364271,1,0,-44.686924618291506,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-27 20:00:00,2030.03,2030.71,2028.57,2029.91,2032.0536601203994,2030.7219887377196,1,-1,-40.70261803211352,0,|,0.0,0.0,0.0,0.0,0.0,0.0
